"Pax","Issue.Date","Sector","Cls","Net"
1,99,2,6,2494
1,99,2,6,2494
1,99,5,6,1995
1,99,5,6,1995
1,99,5,6,1995
1,99,6,6,1995
1,99,6,6,1995
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,2,6,2494
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,1,6,2899
1,99,5,6,1895
1,99,5,6,1895
1,99,1,6,2899
1,99,2,6,2494
1,99,6,6,1995
1,99,2,6,2494
1,99,1,6,2899
1,99,1,6,2899
1,99,6,6,1995
1,99,6,6,1995
1,99,5,6,1895
1,99,3,6,1995
1,99,2,6,2494
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,4,6,2195
1,99,5,6,1795
1,99,2,6,3149
1,99,3,6,1995
1,99,3,6,1995
1,99,5,6,1795
2,99,5,6,1795
1,99,5,6,1795
1,99,5,6,1795
1,99,5,6,1795
1,99,5,6,1795
2,99,5,6,1795
1,99,5,6,1795
1,99,5,6,1795
1,99,3,6,1995
1,99,5,6,1795
1,99,6,6,1995
1,99,6,6,1995
1,99,6,6,1995
1,99,3,6,1995
2,99,3,6,1995
1,99,2,6,2200
1,99,1,6,2699
1,99,1,6,2699
1,99,5,6,1895
1,102,5,6,1895
1,102,5,6,1995
1,102,3,6,1995
1,102,3,6,1895
1,102,6,6,1895
1,102,6,6,1895
1,102,6,6,1895
1,102,6,6,1995
1,102,5,6,1895
1,102,5,6,1995
1,102,3,6,1895
1,102,5,6,2200
1,102,5,6,2200
1,102,3,6,1895
1,102,3,6,1895
1,102,3,6,1895
1,102,3,6,1895
1,102,5,6,1895
1,102,5,6,1895
1,102,2,6,2200
1,102,4,6,2500
1,102,6,6,1995
1,102,6,6,1995
1,102,6,6,1995
2,102,6,6,1995
1,102,3,6,1895
1,102,3,6,1895
1,102,3,6,1895
1,102,3,6,1995
1,102,3,6,1995
1,102,4,6,2500
1,102,4,6,2500
1,102,4,6,2500
1,102,4,6,2500
1,102,4,6,2500
1,102,4,6,2500
1,102,5,6,1995
1,102,5,6,1995
1,102,3,6,1895
1,102,3,6,1895
1,102,2,6,2200
1,102,1,6,2295
1,102,1,6,2295
1,102,4,6,2295
2,102,4,6,2295
1,102,4,6,2295
1,102,2,6,2200
1,102,2,6,2200
1,102,3,6,1995
1,102,1,6,2295
1,102,2,6,2200
1,102,4,6,2295
1,102,2,6,2200
1,102,4,6,2295
1,102,4,6,2295
1,102,4,6,2295
1,102,6,6,1995
1,102,6,6,1995
1,102,6,6,1995
1,102,6,6,1995
1,102,4,6,2295
1,102,3,6,1995
1,102,1,6,2295
1,102,2,6,2200
1,102,2,6,2200
1,102,2,6,2200
1,102,2,6,2200
1,102,1,6,2295
1,102,5,6,1995
1,102,3,6,1995
1,102,5,6,1895
1,102,5,6,1895
1,102,3,6,1995
1,102,1,6,2295
1,102,3,6,2100
1,102,3,6,2100
1,102,2,6,2200
1,102,1,6,2295
1,102,4,6,2295
1,102,4,6,2295
1,102,3,6,1995
1,102,1,6,2295
1,102,1,6,2295
1,102,4,6,2295
1,102,2,6,2200
1,102,2,6,2200
1,102,5,6,1900
1,102,5,6,1900
1,102,4,6,2699
1,102,1,6,2295
1,102,5,6,1895
1,102,3,6,1995
1,102,3,6,1995
1,102,3,6,1995
1,102,5,6,1900
2,102,5,6,1900
1,102,3,6,2094
1,102,3,6,1995
1,102,5,6,1900
1,102,3,6,2094
1,102,2,6,2200
1,102,2,6,2200
1,102,1,6,2295
1,102,6,6,1695
1,102,3,6,2094
1,102,2,6,2200
1,102,6,6,1695
1,102,3,6,2094
1,102,3,6,2094
1,102,6,6,1695
1,102,3,6,2094
1,102,3,6,2094
1,102,1,6,2295
1,102,2,6,2200
1,102,6,6,1695
1,104,3,6,2094
1,104,3,6,2094
1,104,2,6,2200
1,104,3,6,2094
1,104,6,6,1695
1,104,6,6,1695
1,104,6,6,1695
1,104,6,6,1695
1,104,1,6,2295
1,104,1,6,2295
1,104,3,6,1995
1,104,4,6,2195
1,104,6,6,1695
1,104,5,6,1995
1,104,2,6,2500
1,104,3,6,1995
1,104,6,6,1695
1,104,2,6,2500
1,104,2,6,2500
1,104,6,6,1695
1,104,2,6,2500
1,104,6,6,1695
1,104,4,6,2195
1,104,2,6,2200
1,104,2,6,2200
1,104,2,6,2200
1,104,2,6,2200
1,104,2,6,2500
1,104,2,6,2500
1,104,3,6,1995
1,104,3,6,1995
1,104,5,6,1895
1,104,3,6,1995
1,104,4,6,2195
1,104,6,6,1995
1,104,6,6,1995
1,104,5,6,1695
1,104,3,6,1995
1,104,2,6,2899
1,104,5,6,1695
1,104,6,6,1995
1,104,6,6,1995
1,104,2,6,2200
2,104,2,6,2899
1,104,1,6,2500
1,104,1,6,2699
1,104,5,6,1695
1,104,4,6,2195
1,104,5,6,1695
1,104,5,6,1695
1,104,2,6,2500
1,104,5,6,1895
1,104,5,6,1895
1,104,2,6,2200
1,104,2,6,2500
1,104,2,6,2200
1,104,2,6,2899
1,104,6,6,1995
1,104,2,6,2899
1,104,2,6,2200
1,104,5,6,1695
1,104,5,6,1695
1,104,5,6,1695
1,104,1,6,2500
1,104,2,6,2200
1,104,2,6,2200
1,104,6,6,1995
1,104,1,6,2500
1,104,4,6,2295
1,104,5,6,1995
1,104,4,6,2295
1,104,1,6,2395
1,104,5,6,1995
1,104,4,6,2295
1,104,2,6,3195
1,104,6,6,1895
1,104,4,6,2295
1,104,2,6,3195
1,104,2,6,3195
1,104,1,6,2295
1,104,4,6,2295
1,104,6,6,1895
1,104,5,6,1895
1,104,4,6,2295
1,104,4,6,2295
1,104,4,6,2295
1,104,3,6,2494
1,104,3,6,2000
1,104,1,6,2295
1,104,5,6,1895
1,104,1,6,2094
2,104,1,6,2094
1,104,4,6,2295
1,104,4,6,2295
1,104,6,6,1795
1,104,4,6,2295
1,104,3,6,2000
1,104,5,6,2200
1,104,3,6,2494
1,104,3,6,2000
1,104,3,6,2000
1,104,1,6,2094
1,104,1,6,2094
1,104,1,6,2094
1,104,1,6,2094
1,104,5,6,1795
1,104,4,6,2295
1,104,3,6,2494
1,104,6,6,1795
1,104,6,6,1795
1,104,6,6,1795
1,104,2,6,2699
1,104,5,6,1795
1,104,2,6,2699
1,104,5,6,1795
1,104,3,6,2000
1,104,2,6,2699
1,104,2,6,2699
1,104,2,6,2699
1,104,6,6,1795
1,106,3,6,2595
1,106,6,6,1795
1,106,3,6,2000
1,106,6,6,1795
1,106,3,6,2000
1,106,3,6,2000
1,106,1,6,2295
1,106,3,6,2595
1,106,3,6,2595
1,106,1,6,2295
1,106,6,6,1795
1,106,2,6,2195
1,106,6,6,1795
1,106,1,6,2699
1,106,2,6,2195
1,106,2,6,2195
1,106,2,6,2195
1,106,2,6,2195
1,106,3,6,2000
1,106,2,6,3500
1,106,1,6,2295
1,106,3,6,2000
1,106,2,6,2195
1,106,4,6,2295
1,106,6,6,2200
1,106,6,6,2200
1,106,6,6,2200
1,106,4,6,2295
1,106,1,6,2295
1,106,1,6,2295
1,106,1,6,2295
1,106,3,6,2000
1,106,3,6,2000
1,106,3,6,2195
1,106,3,6,2195
1,106,3,6,2000
1,106,1,6,2494
1,106,2,6,3910
1,106,4,6,2494
1,106,4,6,2494
1,106,5,6,1950
1,106,5,6,1950
1,106,2,6,2195
1,106,5,6,2195
1,106,5,6,1995
1,106,5,6,1950
1,106,5,6,1950
1,106,5,6,1950
1,106,5,6,1950
1,106,1,6,2494
1,106,6,6,2195
1,106,6,6,2195
1,106,6,6,2195
1,106,2,6,2195
1,106,4,6,2494
1,106,1,6,2494
2,106,1,6,2494
1,106,4,6,2494
1,106,4,6,2450
1,106,6,6,2195
1,106,2,6,3910
1,106,4,6,2450
1,106,5,6,2195
1,106,3,6,2100
1,106,3,6,2100
1,106,3,6,2100
1,106,3,6,2100
1,106,4,6,2450
1,106,3,6,2100
1,106,5,6,1950
1,106,2,6,3910
1,106,6,6,2094
1,106,5,6,1950
1,106,3,6,2100
1,106,6,6,2094
2,106,6,6,2094
1,106,4,6,2450
1,106,5,6,1950
1,106,5,6,1950
1,106,2,6,3910
1,106,4,6,2450
1,106,5,6,1950
1,106,4,6,2450
1,106,2,6,2195
1,106,5,6,1950
1,106,5,6,1950
1,106,3,6,2195
1,106,3,6,2195
1,106,2,6,2395
1,106,5,6,1950
1,106,5,6,1950
1,106,4,6,2450
1,106,4,6,2450
1,106,2,6,2395
1,106,2,6,2395
1,106,2,5,4279
1,106,1,6,2494
1,106,1,6,2494
1,106,6,6,1995
1,106,6,6,1995
1,106,6,6,1995
1,106,5,6,1950
1,106,5,6,1950
1,106,6,6,1995
1,106,6,6,1995
1,106,4,6,2450
1,106,2,3,5190
1,106,4,6,2450
1,106,3,6,2195
1,106,5,6,2195
1,106,6,6,1995
1,106,6,6,1995
1,106,4,6,2450
1,106,3,6,1895
1,106,1,6,2295
1,106,1,6,2295
1,106,6,6,1995
1,106,2,6,2494
1,106,1,6,2295
1,106,5,6,1995
1,106,6,6,1995
1,106,6,6,1995
1,106,2,2,5720
1,106,3,6,1895
1,106,5,6,1995
1,106,6,6,1995
1,106,3,6,1895
1,106,3,6,1895
2,106,3,6,1895
1,106,1,6,2295
1,106,3,6,2494
2,106,3,6,2494
1,106,3,6,2494
1,106,3,6,2494
1,106,3,6,2494
1,106,4,6,2450
1,106,5,6,1995
1,106,1,6,2295
1,106,6,6,1995
1,106,3,6,2894
1,106,1,6,2295
1,106,1,6,2295
1,106,1,6,2494
1,106,2,6,2195
1,106,1,6,2295
2,106,1,6,2295
1,106,1,6,2295
1,106,3,6,2195
1,106,2,6,2195
1,3,6,6,1995
1,3,1,6,2494
1,3,5,6,2200
1,3,5,6,2200
1,3,3,6,1895
1,3,4,6,2450
1,3,1,6,2295
1,3,5,6,2200
1,3,5,6,2200
1,3,1,6,2295
1,3,4,6,2250
1,3,1,6,2494
1,3,3,6,3350
1,3,1,6,2494
1,3,2,6,2494
1,3,4,6,2149
1,3,3,6,1895
1,3,4,6,2149
2,3,4,6,2149
1,3,4,6,2149
1,3,6,6,2195
1,3,4,6,2494
1,3,4,6,2494
1,3,4,6,2494
1,3,4,6,2494
1,3,4,6,2494
1,3,4,6,2494
1,3,4,6,2494
1,3,4,6,2494
1,3,4,6,2494
1,3,6,6,1895
1,3,2,6,2494
1,3,5,6,1995
1,3,6,6,1895
1,3,5,6,2195
1,3,1,6,2494
1,3,1,6,2494
1,3,1,6,2494
1,3,5,6,1995
1,3,3,6,1895
2,3,3,6,1895
1,3,1,6,2494
1,3,3,6,1895
1,3,3,6,1895
1,3,4,6,2494
1,3,4,6,2494
1,3,2,6,2195
1,3,2,6,2195
1,3,2,6,2195
1,3,2,6,3195
1,3,3,6,1895
1,3,3,6,1895
1,3,6,6,1895
1,3,4,6,2494
1,3,6,6,1895
1,3,3,6,1895
1,3,3,6,1895
1,3,3,6,1895
1,3,3,6,1895
1,3,4,6,2600
1,3,1,6,2494
1,3,1,6,2494
1,3,3,6,1895
1,3,6,6,1895
1,3,2,6,2195
1,3,2,6,3910
1,3,2,6,3910
1,3,5,6,2195
1,3,2,6,2195
1,3,3,6,2195
1,3,3,6,2195
1,3,5,6,2195
1,3,5,6,2195
1,10,1,6,2494
1,10,2,6,2200
1,10,2,6,2200
1,10,6,6,1995
1,10,2,6,2200
1,10,5,6,2000
1,10,2,6,2200
1,10,5,6,2000
1,10,2,6,2200
1,10,1,6,2494
1,10,5,6,2000
1,10,5,6,2000
1,10,5,6,2000
1,10,5,6,2000
1,10,5,6,2000
1,10,2,6,2200
1,10,5,6,2000
1,10,1,6,2494
2,10,1,6,2494
1,10,4,6,2494
1,10,4,6,2494
1,10,3,6,2195
1,10,6,6,1995
1,10,1,6,2494
1,10,2,6,2200
1,14,3,6,2195
1,14,5,6,2500
1,14,1,6,2494
1,14,4,6,2494
1,14,5,6,2500
1,14,4,6,2494
1,14,6,6,1995
1,14,6,6,1995
1,14,4,6,2395
1,14,3,6,2195
1,14,5,6,2200
1,14,1,6,2494
1,14,2,6,2494
1,14,2,6,2494
1,14,3,6,2195
1,14,6,6,1995
1,14,6,6,1995
1,14,6,6,1995
1,14,6,6,1995
1,14,1,6,2494
1,14,4,6,2395
1,14,1,6,2494
1,14,1,6,2494
1,14,1,6,2494
1,14,6,6,2195
1,14,6,6,2195
1,14,6,6,2195
1,14,6,6,1995
1,14,3,6,2195
1,14,3,6,2195
1,14,6,6,1995
1,14,1,6,2694
1,14,4,6,2694
1,14,5,6,2395
1,14,2,6,2494
1,14,6,6,1995
1,14,6,6,1995
1,14,6,6,1995
1,14,5,6,2395
1,14,5,6,2395
2,14,5,6,2395
1,14,4,6,2395
1,14,4,6,2395
1,14,5,6,2395
1,14,2,6,2494
1,14,2,6,2494
1,14,2,6,2494
1,14,4,6,2395
1,14,2,6,2494
1,14,2,6,2494
1,14,2,6,2494
1,14,2,6,2494
1,14,1,6,2694
1,14,5,6,2200
1,14,2,6,2494
1,14,6,6,1995
1,14,4,6,2395
1,14,4,6,2395
1,14,2,6,2494
1,14,6,6,1995
1,14,6,6,1995
1,14,3,6,2094
1,14,4,6,2395
1,14,5,6,2395
1,14,6,6,1995
1,14,4,6,2395
1,14,4,6,2395
1,14,4,6,2395
1,14,4,6,2395
1,14,2,6,2494
1,14,2,6,2494
1,14,2,6,2494
1,14,4,6,2395
1,14,6,6,1995
1,14,5,6,2395
1,14,1,6,2694
1,14,2,6,2494
1,14,2,6,2494
1,14,2,6,2494
1,14,5,6,2395
1,14,5,6,2395
1,14,2,6,2494
1,14,1,6,2694
1,14,2,6,2494
1,14,2,6,2494
1,14,1,6,2694
1,14,3,6,2049
1,14,3,6,2049
1,14,1,6,2694
1,14,2,6,2694
1,14,2,6,2694
1,14,3,6,2049
1,14,3,6,2049
1,14,3,6,2049
1,14,1,6,2694
2,14,1,6,2694
1,14,6,6,2195
1,14,2,6,2694
1,14,4,6,2694
1,14,3,6,2094
1,14,3,6,2094
1,14,3,6,2094
1,14,3,6,2094
1,14,3,6,2195
1,14,1,6,2694
1,14,3,6,2094
1,14,1,6,2694
1,14,6,6,1995
1,14,6,6,1995
1,14,3,6,2094
1,14,3,6,2094
1,14,5,6,2694
1,14,1,6,2694
1,14,3,6,2094
1,14,5,6,2694
1,14,6,6,1995
1,14,6,6,1995
1,14,6,6,2195
1,14,1,6,2694
1,14,4,6,2694
1,14,4,6,2699
1,14,1,6,2995
1,14,1,6,2995
1,14,1,6,2995
1,14,1,6,2995
1,14,1,6,2694
1,14,6,6,1995
1,14,6,6,1995
1,14,1,6,2694
2,14,1,6,2694
1,14,6,6,1995
1,14,4,6,2699
1,14,2,6,3195
1,14,1,6,2694
1,14,4,6,2699
1,14,3,6,2094
1,14,3,6,2094
1,14,4,6,2694
1,14,5,6,2694
1,14,2,6,3195
1,18,5,6,2694
1,18,6,6,1895
1,18,2,6,2699
1,18,4,6,2694
1,18,2,6,2694
1,18,2,6,2694
1,18,4,6,2699
1,18,2,6,2699
1,18,2,6,2694
1,18,1,6,2699
1,18,3,6,2094
1,18,3,6,2195
1,18,4,6,2595
1,18,1,6,2699
1,18,2,6,2200
1,18,4,6,2699
1,18,4,6,2699
1,18,4,6,2699
1,18,4,6,2699
1,18,5,6,2694
1,18,2,6,2200
1,18,3,6,2195
1,18,1,6,2699
1,18,1,6,2699
1,18,4,6,2595
1,18,1,6,2699
1,18,4,6,2595
1,18,3,6,2195
1,18,6,6,2195
1,18,3,6,2195
1,18,5,6,2694
1,18,5,6,2694
1,18,4,6,2699
1,18,4,6,2699
2,18,4,6,2699
1,18,1,6,2995
1,18,4,6,2699
1,18,5,6,2500
1,18,5,6,2694
1,18,3,6,2195
1,18,2,6,3200
1,18,2,6,3200
1,18,5,6,2694
1,18,1,6,2699
1,18,3,6,2195
1,18,3,6,2195
1,18,3,6,2195
1,18,5,6,2694
1,18,5,6,2694
1,18,5,6,2694
1,18,1,6,2699
1,18,1,6,2699
1,18,1,6,2699
1,18,1,6,2699
1,18,1,6,2699
1,18,1,6,2950
1,18,6,6,2195
1,18,5,6,2144
1,18,2,6,3100
1,18,2,6,3100
1,18,2,6,3100
1,18,6,6,2094
1,18,5,6,2144
1,18,3,6,2195
1,18,5,6,2045
1,18,5,6,2045
1,18,5,6,2045
1,18,3,6,2195
1,18,2,6,2549
1,18,3,6,2195
1,18,4,6,2494
1,18,4,6,2494
1,18,3,6,2195
1,18,2,6,2200
1,18,2,6,2200
1,18,2,6,2549
1,18,3,6,2195
2,18,3,6,2195
1,18,4,6,2494
1,18,1,6,2894
1,18,6,6,1895
1,18,3,6,2195
1,18,4,6,2494
1,18,4,6,2494
1,18,6,6,1895
1,18,2,6,2549
1,18,6,6,1895
1,18,4,6,2494
1,18,3,6,2195
1,18,3,6,2195
1,18,4,6,2494
1,18,6,6,1895
1,18,6,6,1895
1,18,2,6,2549
1,18,2,6,2549
1,18,6,6,1895
1,18,5,6,1944
1,18,6,6,1895
1,18,5,6,1944
1,18,6,6,1895
1,18,6,6,1895
1,18,5,6,2195
1,18,2,6,2549
1,18,3,6,2195
1,18,4,6,2494
1,18,4,6,2494
1,18,3,6,2195
1,18,6,6,1895
1,18,1,6,2894
1,18,1,6,2950
1,18,1,6,2950
1,18,3,5,3599
1,18,6,6,1895
1,18,1,6,2950
1,18,6,6,1895
2,18,6,6,1895
2,18,6,6,1895
1,18,5,6,1944
1,18,3,6,2195
1,18,2,6,2549
1,18,5,6,1944
1,18,5,6,1944
1,18,4,6,2494
1,18,4,6,2494
1,18,4,6,2494
1,18,6,6,1895
1,18,6,6,1895
1,18,5,6,1944
1,18,3,6,2195
1,18,4,6,2494
1,18,6,6,1895
1,18,4,6,2494
1,18,4,6,2494
1,18,3,6,2195
1,22,6,6,1895
1,22,5,6,2195
1,22,6,6,1895
1,22,6,6,1895
1,22,1,6,3094
1,22,1,6,3094
1,22,6,6,1895
1,22,6,6,1895
1,22,2,6,2694
1,22,6,6,1895
1,22,6,6,1895
1,22,6,6,1895
2,22,6,6,1895
1,22,6,6,1895
1,22,2,6,2200
1,22,4,6,2699
1,22,4,6,2699
1,22,4,6,2595
1,22,3,6,2500
1,22,3,6,2500
1,22,4,6,2595
1,22,6,6,2195
1,22,6,6,2195
1,22,5,6,2200
1,22,5,6,2195
1,22,1,6,3200
1,22,2,6,2694
1,22,3,6,2195
1,22,1,6,2950
1,22,6,6,2045
1,22,3,6,2195
1,22,5,6,2144
1,22,1,6,3200
1,22,6,6,2045
1,22,4,6,2595
1,22,5,6,2200
1,22,5,6,2200
1,22,5,6,2200
1,22,4,6,2595
1,22,1,6,2995
1,22,1,6,2995
1,22,4,6,2595
1,22,5,6,2144
1,22,2,6,2694
1,22,4,6,2699
1,22,5,6,2144
1,22,6,6,2045
1,22,6,6,2045
1,22,6,6,2045
1,22,3,6,2195
1,22,2,6,2694
1,22,3,6,1944
1,22,3,6,1944
1,22,1,6,2950
1,22,6,6,1944
1,22,6,6,1944
1,22,6,6,1944
1,22,4,6,2494
1,22,1,6,2950
1,22,6,6,1944
1,22,4,6,2494
1,22,5,6,1845
1,22,5,6,1845
1,22,5,6,1845
1,22,2,6,2494
1,22,1,6,2950
1,22,5,6,1845
1,22,1,6,2950
1,22,1,6,2950
1,22,5,6,1845
1,22,4,6,2494
1,22,4,6,2494
1,22,3,6,1895
1,22,6,6,1895
1,22,6,6,1895
1,22,6,6,1895
1,22,5,6,1845
1,22,1,6,2950
1,22,5,6,1845
1,22,4,6,2494
1,22,2,6,2094
1,22,3,6,1795
1,22,1,6,2995
2,22,5,6,1845
1,22,6,6,1895
1,22,6,6,1895
1,22,6,6,1895
1,22,4,6,2494
1,22,5,6,1845
1,22,5,6,1845
1,22,5,6,1845
1,22,6,6,1895
1,22,4,6,2699
1,22,6,6,1895
1,22,4,6,2494
1,22,1,6,2950
1,22,6,6,1895
1,22,5,6,2195
1,22,3,6,1795
1,22,1,6,2950
1,22,2,6,1995
1,22,5,6,2195
1,22,2,6,1995
1,22,6,6,1895
1,22,4,6,2494
1,22,4,6,2494
1,22,5,6,1795
1,22,6,6,1895
1,22,3,6,1795
1,22,3,6,1795
1,22,2,6,1995
1,22,3,6,1795
1,22,3,6,1795
1,22,6,6,1895
1,22,6,6,1895
1,22,4,6,2494
1,22,4,6,2494
1,22,4,6,2494
1,22,4,6,2494
1,22,3,6,1795
1,22,2,6,2200
1,22,2,6,1995
1,22,3,6,1795
1,22,3,6,1795
1,22,4,6,2494
1,22,6,6,1895
1,22,6,6,1895
1,22,3,6,1795
1,22,6,6,1895
1,22,4,6,2494
1,22,4,6,2494
1,22,4,6,2494
1,22,3,6,1795
1,22,2,6,1995
1,22,2,6,1995
1,22,6,6,1895
1,22,3,6,1795
1,26,3,6,1795
1,26,3,6,1795
1,26,4,6,2494
1,26,6,6,1895
1,26,1,6,3294
1,26,2,6,2200
1,26,6,6,1895
1,26,6,6,1895
1,26,3,6,1795
1,26,3,6,1795
1,26,1,6,2995
1,26,1,6,3294
1,26,3,6,1795
1,26,1,6,3195
1,26,3,6,1795
1,26,3,6,1795
1,26,4,6,2494
1,26,5,6,2100
1,26,1,6,2995
1,26,1,6,2995
1,26,1,6,3195
1,26,1,6,2995
1,26,1,6,2995
1,26,5,6,2100
1,26,1,6,2995
1,26,5,6,2100
1,26,1,6,2995
1,26,4,6,2650
1,26,4,6,2494
1,26,6,6,2144
1,26,1,6,2995
1,26,5,6,2100
1,26,3,6,2195
1,26,3,6,2195
1,26,6,6,2144
1,26,6,6,2144
1,26,6,6,2144
1,26,5,6,2100
1,26,5,6,2100
1,26,6,6,2144
1,26,6,6,1995
1,26,3,6,2195
1,26,5,6,2000
1,26,5,6,2000
1,26,6,6,2144
1,26,3,6,2195
1,26,6,6,2144
1,26,5,6,1995
2,26,4,6,2650
1,26,6,6,2144
1,26,6,6,2144
1,26,4,6,2650
1,26,5,6,2000
1,26,5,6,2000
1,26,5,6,2000
1,26,4,6,2650
1,26,4,6,2494
1,26,3,6,2195
1,26,5,6,2000
1,26,4,6,2494
1,26,6,6,2144
1,26,6,6,2144
1,26,6,6,2144
2,26,6,6,2144
1,26,6,6,2144
1,26,6,6,2144
1,26,1,6,2999
1,26,6,6,2144
1,26,5,6,1950
1,26,6,6,2144
1,26,5,6,1950
1,26,2,6,2094
1,26,6,6,2144
1,26,4,6,2650
1,26,5,6,1950
1,26,6,6,2144
1,26,2,6,1950
1,26,2,6,1950
1,26,6,6,2144
1,26,6,6,2144
1,26,6,6,2144
1,26,2,6,1950
1,26,2,6,1950
1,26,2,6,1950
1,26,2,6,1950
1,26,2,6,1950
1,26,2,6,1950
1,26,6,6,2144
1,26,6,6,2144
1,26,3,6,1795
1,26,6,6,2144
1,26,6,6,2144
1,26,6,6,2144
1,26,6,6,2144
1,26,4,6,2600
1,26,4,6,2600
1,26,4,6,2600
1,26,3,6,1795
2,26,3,6,1795
1,26,3,6,1795
1,26,3,6,1795
1,26,4,6,2600
1,26,3,6,1795
2,26,3,6,1795
1,26,4,6,2600
1,26,4,6,2600
1,26,4,6,2600
1,26,2,6,2195
1,26,2,6,2195
1,26,2,6,2195
1,26,2,6,2195
1,26,2,6,2195
1,26,4,6,2600
1,26,4,6,2600
1,26,4,6,2600
1,26,6,6,1995
1,26,6,6,1995
1,26,4,6,2600
1,26,4,6,2600
1,26,3,6,1795
1,26,3,6,1795
1,26,3,6,1795
1,26,2,6,2195
1,26,6,6,1995
1,26,3,6,1795
1,26,2,6,1995
1,26,3,6,1795
1,26,5,6,1950
1,26,1,6,2699
1,26,4,6,2600
1,26,4,6,2600
1,26,5,6,1950
1,26,5,6,1950
1,26,3,6,1795
1,26,5,6,1950
1,26,5,6,1950
1,26,3,6,1795
1,26,3,6,1995
1,26,2,6,2195
1,26,2,6,1995
1,26,5,6,3200
1,26,5,6,3200
1,26,5,6,3200
1,26,5,6,3200
1,26,2,6,2195
1,26,2,6,2195
2,26,2,6,2195
1,30,3,6,1795
1,30,4,6,2600
1,30,3,6,1795
1,30,6,6,1995
1,30,1,6,2694
1,30,2,6,2195
1,30,3,6,1795
1,30,3,6,1795
1,30,2,6,1995
1,30,3,6,1795
1,30,3,6,1795
1,30,3,6,1795
1,30,2,6,1995
1,30,5,6,1995
1,30,1,6,2549
1,30,5,6,1995
2,30,5,6,1995
1,30,3,6,1795
1,30,2,6,1995
1,30,2,6,1995
1,30,2,6,1995
1,30,2,6,1995
1,30,2,6,1995
1,30,4,6,3700
1,30,4,6,2494
1,30,4,6,2494
1,30,4,6,3700
1,30,3,6,1995
1,30,6,6,1995
1,30,6,6,1995
1,30,1,6,2549
1,30,4,6,2494
1,30,4,6,3700
1,30,4,6,2494
1,30,1,6,2549
1,30,1,6,2549
1,30,4,6,2494
1,30,4,6,2494
1,30,4,6,2494
1,30,5,6,1995
1,30,5,6,1995
1,30,5,6,1995
1,30,2,6,1995
1,30,1,6,3200
1,30,6,6,1900
1,30,3,6,1900
1,30,5,6,1995
1,30,6,6,1900
1,30,2,6,1995
1,30,4,6,2494
1,30,4,6,2494
1,30,1,6,2549
1,30,1,6,2549
1,30,3,6,1900
1,30,3,6,1900
1,30,1,6,2494
1,30,1,6,2494
1,30,4,6,2494
1,30,5,6,2200
1,30,5,6,2200
1,30,5,6,2200
1,30,6,6,1900
1,30,6,6,1900
1,30,4,6,2494
1,30,2,6,1995
1,30,4,6,2494
1,30,5,6,3200
1,30,4,6,2494
1,30,1,6,2494
1,30,4,6,2494
1,30,4,6,2494
1,30,4,6,2494
1,30,5,6,3200
1,30,2,6,1995
1,30,6,6,2200
1,30,1,6,2494
1,30,3,6,1600
1,30,3,6,1600
1,30,6,6,2200
1,30,1,6,2494
1,30,6,6,2200
1,30,2,6,1995
1,30,2,6,1995
1,30,4,6,2699
1,30,4,6,2699
1,30,4,6,2699
1,30,1,6,2494
1,30,2,6,1995
1,30,2,6,1995
1,30,3,6,1600
1,30,3,6,1600
1,30,1,6,2950
1,30,3,6,1600
1,30,3,6,2200
1,30,3,6,2200
1,30,3,6,1600
1,30,3,6,1600
1,30,3,6,1600
1,30,6,6,2699
1,30,2,6,2500
1,30,1,6,2494
2,30,1,6,2494
1,30,5,6,2200
1,30,5,6,2200
1,30,5,6,2200
1,30,2,6,1995
1,30,1,6,2494
1,30,5,6,2200
1,30,5,6,2200
1,30,5,6,2200
1,30,3,6,2200
1,30,4,6,2699
1,30,1,6,2950
1,30,1,6,2494
1,30,3,6,1600
1,30,5,6,3700
1,30,6,6,2699
1,30,3,6,1600
1,30,6,6,2699
1,30,3,6,1600
1,30,3,6,1600
1,30,6,6,2195
1,30,6,6,2699
1,30,6,6,2699
1,30,1,6,2950
1,30,2,6,2195
1,30,2,6,2195
1,30,6,6,2699
1,30,6,6,2699
1,30,5,6,2195
1,30,6,6,2699
1,30,3,6,1600
1,30,6,6,2200
1,30,6,6,2200
1,30,6,6,2200
2,30,6,6,2200
1,30,2,6,2195
1,30,2,6,2195
1,30,3,6,1600
1,30,6,6,2699
1,30,5,6,2195
1,30,2,6,2195
1,30,6,6,2200
1,30,2,6,2195
1,30,5,6,2200
1,30,1,6,2950
1,30,5,6,3200
1,30,5,6,3200
1,34,5,6,3200
1,34,2,6,2500
1,34,5,6,3200
1,34,5,6,2200
1,34,3,6,2200
1,34,5,6,2200
1,34,3,6,1600
1,34,3,6,1600
1,34,3,6,1600
1,34,6,6,3094
1,34,4,6,2694
1,34,2,6,2500
1,34,5,6,2200
1,34,6,6,3094
1,34,4,6,2699
1,34,1,6,2200
1,34,3,6,1500
1,34,4,6,2595
1,34,3,6,1500
1,34,5,6,2200
