"Pax","Issue.Date","Sector","Cls","Net"
1,95,6,6,1695
1,95,5,6,2195
1,95,5,6,2200
1,95,4,6,2549
1,95,2,6,2195
1,95,5,6,2195
1,95,5,6,2195
1,95,5,6,2195
1,95,5,6,2195
1,95,6,6,1695
1,95,2,6,2195
1,95,4,6,2549
1,95,4,6,2549
1,95,4,6,2549
1,95,3,6,1695
1,95,3,6,1695
1,95,2,6,2195
1,95,4,6,2549
1,95,4,6,2549
1,95,2,6,3195
1,95,3,6,1695
1,95,3,6,1695
1,95,4,6,2549
1,95,2,6,2195
1,95,2,6,2149
1,95,5,6,2195
1,95,3,6,1695
1,98,5,6,2195
1,98,2,6,3195
1,98,6,6,1950
1,98,6,6,1950
1,98,4,6,2549
1,98,1,6,2699
1,98,1,6,2699
1,98,1,6,2699
1,98,2,6,2195
1,98,2,6,3195
1,98,3,6,1950
1,98,3,6,1594
1,98,1,6,2699
1,98,5,6,2195
1,98,2,5,4279
1,98,6,6,1594
1,98,6,6,1594
1,98,4,6,2549
1,98,4,6,2549
1,98,5,6,2195
1,98,1,6,2850
1,98,6,6,1594
1,98,4,6,2549
1,98,6,6,1950
1,98,4,6,2549
1,98,4,6,2549
1,98,2,6,2195
1,98,2,6,2195
1,98,3,6,1950
1,98,3,6,1950
1,98,2,6,2195
1,98,6,6,1950
1,98,6,6,1950
1,98,1,6,2850
1,98,1,6,2894
1,98,2,4,4620
1,98,2,6,2195
1,98,2,6,2195
1,98,5,6,2094
1,98,1,6,2699
1,98,1,6,2894
1,98,5,6,2195
1,98,2,6,2195
1,98,5,6,3910
1,98,5,6,2094
1,98,5,6,2094
1,98,5,6,2094
1,98,5,6,2094
1,98,5,6,2094
1,98,2,6,2195
1,98,1,6,2850
1,98,4,6,2694
2,98,2,6,2195
1,98,1,6,2850
1,98,4,6,2694
1,98,1,6,2694
1,98,5,6,2094
1,98,5,6,2094
1,98,5,6,2094
1,98,2,6,2195
2,98,5,6,2094
1,98,1,6,2694
1,98,1,6,2694
1,98,5,6,2094
1,98,5,6,2094
1,98,1,6,2699
1,98,1,6,2699
1,98,5,6,2094
1,98,1,6,2694
1,98,5,6,2195
1,98,5,6,3800
1,98,5,6,3800
1,98,4,6,2694
1,98,5,6,2195
1,98,5,6,2200
1,98,2,6,2195
1,98,2,6,2195
1,98,6,6,1695
1,98,1,6,2694
1,98,1,6,2694
1,98,1,6,2694
1,98,5,6,1995
1,98,1,6,2694
1,98,3,6,1695
1,98,2,6,2195
1,98,2,6,2195
1,98,5,6,2195
1,98,4,6,2595
1,98,5,6,1995
1,98,5,6,1995
1,98,3,6,1900
1,98,2,6,2100
1,98,6,6,1695
1,98,1,6,2694
1,98,1,6,2694
1,98,1,6,2694
1,98,2,6,2195
1,98,3,6,1695
1,98,5,6,2094
1,98,4,6,2595
1,98,2,6,2100
1,98,5,6,1995
1,98,1,6,2694
1,98,6,6,1695
1,98,4,6,2595
1,98,4,6,2694
1,98,5,6,1995
1,98,4,6,2595
1,98,5,6,2094
1,98,5,6,2094
1,98,5,6,2094
1,98,2,6,2094
1,98,6,6,1695
1,98,3,6,1695
1,98,5,6,2094
1,98,6,6,1695
1,98,5,6,2094
1,98,6,6,1695
1,98,5,6,2195
1,98,5,6,2094
1,98,4,6,2395
1,98,5,6,2094
1,98,2,6,2100
1,98,2,6,2094
1,98,4,6,2395
1,98,4,6,2395
1,98,5,6,2094
1,98,5,6,1950
1,98,5,6,1950
1,98,2,6,2100
1,98,6,6,1695
1,98,5,6,1950
1,98,5,6,2094
1,98,4,6,2395
1,98,6,6,1695
1,98,2,6,2195
1,98,2,6,2195
1,98,2,6,2195
1,98,2,6,2195
1,98,2,6,2100
1,98,2,6,2100
1,98,4,6,2395
1,98,2,6,2100
1,98,2,6,2094
1,98,2,6,2100
1,98,5,6,1950
1,98,2,6,2100
1,98,4,6,2395
1,98,2,6,2094
1,98,4,6,2395
1,98,4,6,2395
1,98,2,6,2100
1,98,2,6,2100
1,98,4,6,2395
1,98,5,6,1950
1,98,6,6,1695
1,98,6,6,1695
1,98,2,6,2149
1,98,5,6,2195
1,98,5,6,1950
1,98,1,6,2999
1,98,3,6,1695
1,98,5,6,2094
1,101,2,6,2094
1,101,6,6,1695
1,101,5,6,2094
1,101,2,6,2094
1,101,5,6,1895
1,101,3,6,1695
1,101,2,6,2400
1,101,2,6,2195
1,101,1,6,2999
1,101,4,6,2699
1,101,3,6,1695
1,101,2,6,2094
1,101,6,6,1695
1,101,2,6,2400
1,101,2,6,2094
1,101,2,6,2195
1,101,3,6,1995
2,101,3,6,1995
1,101,2,6,2094
1,101,4,6,2699
1,101,6,6,1695
1,101,6,6,1695
1,101,3,6,1695
1,101,6,6,1700
1,101,5,6,1950
1,101,3,6,1900
1,101,1,6,2894
1,101,4,6,2494
1,101,6,6,1700
1,101,2,6,2195
1,101,5,6,1950
1,101,1,6,2995
1,101,5,6,1950
1,101,1,6,2995
1,101,4,6,2995
1,101,1,6,2894
1,101,6,6,1700
1,101,6,6,1700
1,101,6,6,1700
1,101,6,6,1700
1,101,2,6,2149
1,101,2,6,2149
1,101,5,6,2195
1,101,5,6,2195
1,101,3,6,1900
1,101,2,6,2100
1,101,2,6,2100
1,101,6,6,1700
1,101,5,6,2195
1,101,6,6,1700
1,101,6,6,1700
1,101,6,6,1700
1,101,5,6,1950
1,101,2,6,2049
1,101,5,6,1950
1,101,5,6,1950
1,101,4,6,2694
1,101,4,6,2694
1,101,3,6,1695
1,101,3,6,1695
1,101,3,6,1695
1,101,6,6,1695
1,101,6,6,1695
1,101,5,6,1950
1,101,6,6,1695
1,101,4,6,2694
1,101,4,6,2694
1,101,2,6,2094
1,101,3,6,1695
1,101,5,6,2149
1,101,5,6,1950
1,101,3,6,1695
1,101,6,6,1695
1,101,6,6,1695
1,101,6,6,1695
1,101,2,6,2094
1,101,5,6,2195
1,101,5,6,2195
1,101,6,6,1695
2,101,6,6,1695
1,101,6,6,1695
1,101,4,6,2694
1,101,4,6,2694
1,101,2,6,2094
1,101,4,6,2694
1,101,6,6,1695
1,101,1,6,2694
1,101,6,6,1695
1,101,6,6,1695
1,101,5,6,2195
1,101,5,6,2195
1,101,5,6,2195
1,101,1,6,2694
1,101,1,6,2694
1,101,5,6,1995
1,101,1,6,2694
1,101,6,6,1695
1,101,6,6,1695
1,101,5,6,1895
1,101,2,6,1795
1,101,2,6,1795
1,101,2,6,1795
1,101,2,6,1795
1,101,1,6,2694
1,101,1,6,2694
1,101,2,6,1795
1,101,1,6,2694
1,101,4,6,2694
1,101,4,6,2694
1,101,2,6,1795
1,101,6,6,1695
1,101,6,6,1695
1,101,2,6,2195
1,101,2,6,1795
1,101,2,6,1795
1,101,6,6,1695
1,101,4,6,2694
1,101,5,6,2195
1,101,5,6,2195
1,101,6,6,1695
1,103,6,6,1695
1,103,2,6,1795
1,103,2,6,1795
1,103,2,6,1795
1,103,2,6,2195
1,103,6,6,1695
1,103,5,6,1795
1,103,4,6,2694
1,103,4,6,2694
1,103,5,6,1795
1,103,5,6,1795
1,103,5,6,1795
1,103,6,6,1695
1,103,5,6,1795
1,103,2,6,2195
1,103,6,6,1695
1,103,4,6,2694
1,103,3,6,1695
1,103,2,6,2000
1,103,5,6,2195
1,103,1,6,2995
1,103,4,6,2694
1,103,2,6,2195
1,103,2,6,2195
1,103,4,6,2494
1,103,4,6,2494
1,103,1,6,2995
1,103,5,6,1995
1,103,3,6,1695
1,103,4,6,2494
1,103,1,6,2995
1,103,4,6,2494
1,103,4,6,2494
2,103,4,6,2494
1,103,1,6,2995
1,103,5,6,2195
1,103,5,6,1995
1,103,5,6,1995
2,103,5,6,1995
1,103,5,6,2200
1,103,5,6,1995
1,103,2,6,2100
1,103,5,6,1995
1,103,5,6,2195
1,103,2,6,2200
1,103,2,6,2200
1,103,4,6,2650
2,103,4,6,2650
1,103,1,6,2494
1,103,1,6,2494
1,103,5,6,1995
1,103,5,6,2195
1,103,4,6,2650
1,103,1,6,2494
1,103,4,6,2650
1,103,5,6,2195
1,103,5,6,2195
1,103,2,6,1950
1,103,2,6,1895
1,103,2,6,1950
1,103,2,6,1895
1,103,4,6,2650
1,103,1,6,2494
1,103,1,6,2494
1,103,2,6,1895
1,103,2,6,1895
1,103,2,6,1895
1,103,1,6,2494
1,103,5,6,1995
1,103,6,6,1649
1,103,6,6,1649
1,103,6,6,1649
1,103,5,6,1950
1,103,6,6,1649
1,103,2,6,1950
1,103,4,6,2650
1,103,6,6,1649
1,103,5,6,1950
1,103,5,6,1950
1,103,5,6,2200
1,103,2,6,1895
1,103,6,6,1649
1,103,6,6,1649
1,103,5,6,1950
1,103,5,6,1950
1,103,1,6,2494
1,103,6,6,1649
1,103,2,6,2195
1,103,1,6,2494
1,103,1,6,2494
1,103,5,6,1950
1,103,5,6,1950
1,103,5,6,1950
1,103,3,6,1695
1,103,6,6,1649
1,103,6,6,1649
1,103,2,6,2195
1,103,4,6,2650
2,103,4,6,2650
1,103,1,6,2494
1,103,4,6,2650
1,103,4,6,2650
1,103,2,6,2195
1,103,2,6,2195
1,103,2,6,1799
1,103,6,6,1649
1,103,5,6,1950
1,103,4,6,2650
1,103,4,6,2650
1,103,5,6,1950
1,103,2,6,2200
1,103,2,6,2200
1,103,6,6,1649
1,103,6,6,1649
1,103,2,6,2200
1,103,2,6,1799
1,103,5,6,1950
1,103,4,6,2650
1,103,1,6,2494
1,103,5,6,1950
1,103,6,6,1649
1,103,5,6,1950
1,103,2,6,1700
1,103,1,6,2494
1,103,1,6,2494
1,103,1,6,2494
1,103,2,6,1700
1,103,6,6,1649
1,103,2,6,1700
1,103,1,6,2494
1,103,4,6,2650
1,103,5,6,1950
2,103,5,6,1950
1,103,6,6,1649
1,103,2,6,1700
1,103,6,6,1649
1,103,4,6,2650
1,103,5,6,1995
1,103,2,6,1700
1,103,5,6,1995
1,103,1,6,2395
1,103,6,6,1649
1,103,2,6,1700
1,103,6,6,1649
1,105,6,6,1649
1,105,6,6,1649
1,105,5,6,1895
1,105,5,6,2195
1,105,5,6,2195
1,105,4,6,2395
1,105,2,6,1795
1,105,2,6,1795
1,105,6,6,1649
1,105,2,6,1695
1,105,1,6,2395
1,105,5,6,1895
1,105,6,6,1649
1,105,2,6,1749
1,105,3,6,1695
1,105,3,6,1695
1,105,6,6,1895
1,105,6,6,1649
1,105,1,6,2195
1,105,2,6,1749
1,105,2,6,1695
1,105,2,6,1695
1,105,2,6,1695
1,105,2,6,1749
2,105,2,6,1749
1,105,1,6,2195
1,105,1,6,2694
1,105,5,6,1695
1,105,2,6,1995
1,105,5,6,1695
1,105,5,6,1695
1,105,6,6,1649
1,105,3,6,1695
1,105,3,6,1695
1,105,5,6,1995
1,105,3,6,1649
1,105,4,6,2195
1,105,6,6,1649
1,105,4,6,2195
1,105,4,6,2195
1,105,6,6,1649
1,105,2,6,1995
1,105,5,6,1695
1,105,3,6,1649
1,105,2,6,1995
1,105,2,6,1995
1,105,4,6,2195
1,105,6,6,1695
1,105,2,6,1695
1,105,2,6,1695
1,105,3,6,1649
1,105,2,6,1695
1,105,3,6,1649
1,105,2,6,1995
1,105,4,6,2650
1,105,4,6,2650
1,105,5,6,1695
1,105,2,6,1695
1,105,1,6,2195
1,105,1,6,2195
1,105,4,6,2195
1,105,3,6,1649
1,105,3,6,1649
1,105,1,6,2694
1,105,2,6,1995
1,105,2,6,1695
1,105,5,6,1695
1,105,5,6,1695
1,105,5,6,1695
1,105,5,6,1995
1,105,2,6,1995
1,105,5,6,1695
1,105,5,6,1695
1,105,2,6,1995
1,105,3,6,1649
1,105,6,6,1649
1,105,3,6,1649
1,105,5,6,1995
1,105,5,6,1995
1,105,5,6,1995
1,105,3,6,1649
1,105,2,6,1995
1,105,4,6,2549
1,105,3,6,1649
1,105,3,6,1649
1,105,6,6,1649
1,105,6,6,1649
1,105,3,6,1649
1,105,3,6,1649
1,105,2,6,1995
1,105,4,6,2549
1,105,4,6,2549
1,105,5,6,1695
1,105,5,6,1995
1,105,3,6,1649
1,105,5,6,1695
1,105,5,6,1695
1,105,3,6,1649
1,105,2,6,1695
1,105,2,6,1695
1,105,2,6,1695
1,105,2,6,1695
1,105,2,6,1695
1,105,2,6,1695
1,105,2,6,1950
1,105,2,6,1950
1,105,1,6,2694
1,105,2,6,1695
1,105,3,6,1649
1,105,3,6,1649
1,105,2,6,1950
1,105,4,6,2549
1,105,2,6,1950
1,105,2,6,1950
1,105,3,6,1649
1,105,2,6,1695
1,105,2,6,1950
1,105,4,6,2549
1,105,2,6,1950
1,105,3,6,1649
1,105,2,6,1695
1,105,1,6,2694
1,105,1,6,2694
1,105,2,6,1950
1,105,2,6,1950
1,105,2,6,1950
1,105,4,6,2549
1,105,6,6,1649
1,105,1,6,2694
1,105,5,6,1995
1,105,5,6,1995
1,105,5,6,1995
1,105,6,6,1550
1,105,2,6,1950
1,105,1,6,2694
1,105,1,6,2694
1,105,2,6,1950
1,105,4,6,2549
1,105,4,6,2549
1,105,5,6,1795
1,105,5,6,1795
1,105,5,6,1795
1,105,3,6,1550
1,105,5,6,2200
1,105,5,6,2195
1,105,5,6,2195
1,105,2,6,1950
1,105,5,6,1795
1,105,2,6,1950
1,105,2,6,1950
1,105,3,6,1550
1,105,6,6,1550
1,105,3,6,1550
1,105,4,6,2549
1,105,1,6,2694
1,105,5,6,1795
1,105,5,6,1795
1,105,1,6,2694
1,105,4,6,2549
1,105,1,6,2694
1,105,3,6,1550
1,105,3,6,1550
1,105,3,6,1550
1,105,3,6,1550
1,105,3,6,1550
1,105,5,6,1795
1,105,1,6,2694
1,105,3,6,1550
1,105,2,6,1950
1,105,5,6,1795
1,105,4,6,3100
1,105,4,6,3100
1,105,1,6,2694
1,105,1,6,2694
1,105,3,6,1550
1,105,4,6,2549
1,105,6,6,1550
1,105,3,6,1550
1,105,2,6,1950
1,105,2,6,1950
1,105,6,6,1550
1,105,6,6,1550
1,105,2,6,1950
1,105,5,6,1795
1,105,4,6,2549
1,105,5,6,1795
1,105,3,6,1550
1,105,3,6,1550
1,105,3,6,1550
2,105,3,6,1550
1,105,4,6,2549
1,105,5,6,1795
1,105,5,6,1795
1,105,4,6,2549
1,105,4,6,2549
1,105,5,6,1995
1,105,1,6,2694
1,105,4,6,2549
1,105,5,6,1795
1,105,3,6,1550
1,105,6,6,1550
1,105,5,6,1795
1,105,5,6,1795
1,105,4,6,2549
1,107,5,6,1795
1,107,4,6,2549
1,107,4,6,2549
1,107,5,6,1795
1,107,5,6,1995
1,107,5,6,1995
1,107,5,6,1995
1,107,6,6,1550
1,107,5,6,1995
1,107,5,6,2195
1,107,4,6,2549
1,107,5,6,2195
1,107,1,6,2694
1,107,6,6,1550
1,107,2,6,1950
1,107,5,6,2000
1,107,6,6,1550
1,107,2,6,1950
1,107,2,6,1950
1,107,2,6,1950
2,107,2,6,1950
1,107,5,6,2000
1,107,1,6,2694
1,107,6,6,1550
1,107,6,6,1550
1,107,2,6,2100
1,107,2,6,1950
1,107,2,6,1950
1,107,6,6,1550
1,107,6,6,1550
1,107,2,6,1950
1,107,5,6,1950
1,107,6,6,1550
1,107,4,6,2200
1,107,4,6,2200
1,107,4,6,2200
1,107,2,6,1950
1,107,4,6,2200
1,107,2,6,1950
1,107,4,6,2200
1,107,1,6,2694
1,107,2,6,1950
1,107,2,6,2100
1,107,2,6,1950
1,107,5,6,2000
1,107,1,6,2694
1,107,1,6,2694
1,107,1,6,2694
1,107,1,6,2694
1,107,5,6,1895
1,107,5,6,1900
1,107,3,6,1895
1,107,1,6,2694
1,107,1,6,2694
1,107,5,6,1895
1,107,5,6,1895
1,107,5,6,1895
1,107,5,6,1895
1,107,5,6,1895
1,107,1,6,2694
1,107,2,6,2200
1,107,2,6,2200
1,107,5,6,1895
1,107,5,6,1895
1,107,2,6,2100
1,107,5,6,1895
1,107,2,6,2200
1,107,4,6,2694
1,107,6,6,1695
1,107,1,6,2995
1,107,6,6,1695
1,107,5,6,1895
1,107,5,6,1895
1,107,5,6,1895
1,107,2,6,1995
1,107,2,6,1950
1,107,2,6,1950
1,107,2,6,1950
1,107,2,6,1950
1,107,2,6,2195
1,107,5,6,1849
1,107,2,6,1950
1,107,2,6,1950
1,107,2,6,2195
1,107,4,6,2694
1,107,5,6,1849
1,107,2,6,1950
1,107,2,6,1950
1,107,3,6,1695
1,107,3,6,1695
1,107,3,6,1695
1,107,3,6,1695
1,107,2,6,1950
1,107,5,6,1849
1,107,6,6,1695
1,107,2,6,2195
1,107,2,6,1950
1,107,2,6,1950
1,107,2,6,1950
1,107,5,6,1849
1,107,5,6,1849
1,107,5,6,1849
1,107,5,6,1849
1,107,3,6,1695
2,107,3,6,1695
1,107,2,6,2000
1,107,4,6,2450
1,107,4,6,2450
1,107,4,6,2450
1,107,6,6,1695
1,107,6,6,1695
1,107,5,6,1849
1,107,2,6,1950
1,107,4,6,2450
1,107,5,6,1900
1,107,3,6,1695
1,107,5,6,1849
1,107,2,6,1950
1,107,5,6,1849
1,107,5,6,1849
1,107,5,6,1849
1,107,3,6,1695
1,107,5,6,1849
1,107,4,6,2450
1,107,4,6,2450
1,107,3,6,1695
1,107,2,6,1950
1,107,2,6,2000
1,107,1,6,2494
1,107,6,6,1695
1,107,5,6,1849
1,107,5,6,1849
1,107,1,6,2494
1,107,1,6,2494
1,107,2,6,2195
1,107,2,6,2195
1,107,5,6,1900
1,107,5,6,1849
1,107,5,6,1900
1,107,4,6,2450
1,107,4,6,2450
1,107,3,6,1695
1,107,5,6,1900
1,107,4,6,2450
1,107,5,6,1849
1,107,2,6,1950
1,107,2,6,2000
1,107,5,6,1900
1,107,5,6,1900
1,107,5,6,1900
1,107,6,6,1695
1,2,3,6,1695
1,2,1,6,2494
1,2,5,6,1900
1,2,5,6,1900
1,2,6,6,1695
1,2,4,6,2450
1,2,2,6,1950
2,2,2,6,1950
1,2,5,6,1900
1,2,1,6,2494
1,2,6,6,1695
1,2,6,6,1695
1,2,3,6,1895
1,2,3,6,1895
1,2,6,6,1695
1,2,2,6,1950
1,2,6,6,1695
1,2,6,6,1695
1,2,6,6,1695
1,2,3,6,1695
1,2,6,6,1695
1,2,2,6,1900
1,2,1,6,2595
1,2,2,6,1950
1,2,2,6,1950
1,2,4,6,2595
1,2,4,6,2595
1,2,3,6,1695
1,2,1,6,2494
1,2,4,6,2450
1,2,3,6,1895
1,2,3,6,1895
1,2,3,6,1895
1,2,6,6,1649
1,2,6,6,1649
1,2,6,6,1649
1,2,5,6,1849
1,2,1,6,2494
1,2,4,6,2149
1,2,6,6,1649
1,2,6,6,1649
1,2,6,6,1649
1,2,2,6,2195
1,2,5,6,1849
1,2,1,6,2494
1,2,1,6,2494
1,2,4,6,2149
1,2,4,6,2149
1,2,2,6,1950
1,2,4,6,2149
1,2,4,6,2149
1,2,6,6,1649
1,2,5,6,1849
1,2,1,6,2494
1,2,1,6,2494
1,2,3,6,1649
1,2,5,6,1849
1,2,4,6,2595
1,2,4,6,2595
1,2,6,6,1649
1,2,5,6,1849
1,2,6,6,1649
1,2,4,6,3195
1,2,4,6,2549
1,2,3,6,1649
1,2,3,6,1649
1,2,6,6,1849
1,2,3,6,1649
2,2,3,6,1649
1,2,2,6,1950
1,2,2,6,1950
1,2,2,6,1950
1,2,5,6,1849
1,2,3,6,1649
1,2,3,6,1649
1,2,5,6,1849
1,2,3,6,1649
1,2,5,6,1849
1,2,3,6,1649
1,2,1,6,2494
1,2,3,6,1895
1,2,2,6,1950
1,2,5,6,1849
1,2,5,6,1849
1,2,2,6,1950
1,2,5,6,1849
1,2,4,6,2494
1,2,4,6,2494
1,2,5,6,1950
1,2,2,6,1950
1,2,5,6,1950
1,2,6,6,1695
1,2,5,6,1950
1,2,4,6,2494
1,2,3,6,1695
1,2,2,6,1950
1,2,4,6,2494
1,2,3,6,1695
1,2,3,6,1695
1,2,2,6,1950
1,2,3,6,1695
1,2,3,6,1695
1,2,5,6,1900
1,2,1,6,2494
1,2,1,6,2494
1,2,5,6,1950
1,2,2,6,1849
1,2,3,6,1695
1,2,2,6,1849
1,2,2,6,1849
1,2,2,6,1849
1,2,3,6,1695
1,2,2,6,2195
1,2,2,6,2195
1,2,2,6,1849
1,2,2,6,2195
1,2,5,6,1950
1,2,5,6,1950
1,2,3,6,1695
1,2,2,6,1950
1,2,4,6,2995
1,2,1,6,2494
1,2,2,6,1849
1,2,3,6,1695
1,2,3,6,1695
1,2,3,6,1695
1,2,5,6,1895
1,2,6,6,1995
1,2,4,6,2995
1,2,4,6,2995
1,2,6,6,1649
1,2,6,6,1649
1,2,6,6,1649
1,2,1,6,2295
1,2,1,6,2295
1,2,2,6,1849
1,2,4,6,2295
1,2,5,6,1895
1,2,4,6,2295
1,2,5,6,2195
1,2,2,6,2195
1,2,3,6,1600
1,2,2,6,1849
1,2,2,6,1849
1,2,2,6,1849
1,2,5,6,1895
1,2,5,6,1895
1,2,3,6,1600
1,2,3,6,1600
2,2,3,6,1600
1,2,5,6,1895
1,2,4,6,2295
1,2,1,6,2295
1,2,6,6,1600
1,2,6,6,1600
2,2,6,6,1600
1,2,3,6,1995
1,2,3,6,1995
1,2,3,6,1995
1,2,2,6,1849
1,2,3,6,1600
1,2,3,6,1600
1,2,1,6,2295
1,2,3,6,1995
1,2,4,6,2295
1,2,6,6,1995
1,2,6,6,1600
1,2,3,6,1600
1,2,3,6,1600
1,2,2,6,2195
1,2,6,6,1600
1,2,6,6,1600
1,2,6,6,1600
1,2,2,6,2195
1,2,4,6,2295
1,2,4,6,2295
1,2,4,6,2295
1,2,4,6,2295
1,2,2,6,2195
1,2,2,6,2195
1,2,2,6,1849
1,2,6,6,1600
1,2,1,6,2295
1,2,3,6,2195
1,2,3,6,2195
1,2,5,6,1895
1,2,4,6,2295
1,2,4,6,2295
1,2,4,6,2295
1,2,6,6,1600
1,2,1,6,2295
1,6,6,6,1600
1,6,6,6,1600
1,6,1,6,2295
1,6,4,6,2295
1,6,6,6,1600
1,6,3,6,1600
1,6,5,6,1895
1,6,6,6,1600
1,6,6,6,1600
1,6,6,6,1600
1,6,1,6,2295
1,6,2,6,2195
1,6,2,6,2195
1,6,1,6,2295
1,6,1,6,2295
1,6,3,6,1600
1,6,4,6,2295
1,6,6,6,1600
1,6,4,6,2295
1,6,2,6,1795
1,6,2,6,1795
1,6,3,6,1600
1,6,2,6,1795
1,6,3,6,1600
1,6,4,6,2295
1,6,3,6,1600
1,6,2,6,2195
1,6,4,6,2295
1,6,4,6,2295
1,6,2,6,2195
1,6,4,6,2295
1,6,4,6,2295
1,6,1,6,2295
1,6,1,6,2295
1,6,4,6,2395
1,6,1,6,2295
1,6,3,6,1600
1,6,1,6,2295
1,6,2,6,1950
1,6,4,6,2694
1,6,4,6,2694
1,6,2,6,2195
1,6,1,6,2295
2,6,1,6,2295
1,6,5,6,2195
1,6,2,6,1950
1,6,3,6,1700
1,6,3,6,1700
1,6,3,6,1700
1,6,5,6,1950
1,6,5,6,1950
1,6,5,6,1950
1,6,5,6,1950
1,6,6,6,1649
1,6,2,6,1950
1,6,1,6,2694
1,6,6,6,1649
1,6,1,6,2295
1,6,2,6,1950
1,6,5,6,1950
1,6,2,6,2195
1,6,2,6,2195
1,6,3,6,1700
1,6,2,6,2195
1,6,2,6,2195
1,6,2,6,2195
1,6,2,6,1950
1,6,2,6,1950
1,6,4,6,2995
1,6,5,6,1950
1,6,5,6,1950
1,6,5,6,1950
1,6,2,6,1950
1,6,4,6,2694
1,6,4,6,2694
1,6,2,6,1950
1,6,4,6,2694
1,6,3,6,1700
1,6,2,6,1950
1,6,5,6,1950
1,6,2,6,1895
1,6,3,6,1700
1,6,3,6,1700
1,6,3,6,1700
1,6,2,6,1895
1,6,5,6,1950
1,6,2,6,1895
1,6,5,6,1950
1,6,5,6,1950
1,6,5,6,1950
1,6,5,6,1950
1,6,5,6,1950
1,6,3,6,1700
1,6,6,6,1649
1,6,5,6,1950
1,6,2,6,1895
1,6,2,6,1895
1,6,2,6,1895
2,6,2,6,1895
2,6,2,6,1895
1,6,6,6,1649
1,6,6,6,1649
1,6,6,6,1649
1,6,6,6,1649
1,6,5,6,2195
1,6,4,6,2694
1,6,3,6,1700
1,6,3,6,1700
1,6,1,6,2494
1,6,5,6,1950
1,6,6,6,1649
1,6,3,6,1700
1,6,3,6,1700
1,6,3,6,1700
1,6,6,6,1649
1,6,2,6,1895
1,6,4,6,2694
1,6,1,6,2494
1,6,1,6,2494
1,6,6,6,1649
1,6,1,6,2494
1,6,6,6,1649
1,6,3,6,1700
2,6,3,6,1700
1,6,2,6,1895
1,6,3,6,1700
1,6,6,6,1649
1,6,2,6,1895
1,6,2,6,1895
1,6,2,6,1895
1,6,3,6,1700
1,6,6,6,1649
1,6,1,6,2494
1,6,6,6,1649
1,6,3,6,1700
1,6,3,6,1700
1,6,3,6,1700
1,6,5,6,1950
1,6,5,6,1950
1,6,1,6,2494
1,6,3,6,1700
1,6,6,6,1649
1,6,2,6,1895
1,6,3,6,1700
1,6,2,6,2195
1,6,3,6,1700
1,6,3,6,1700
1,6,2,6,1895
1,6,6,6,1649
1,6,6,6,1649
1,6,2,6,1895
1,6,5,6,1950
1,6,3,6,1700
1,6,5,6,1950
1,6,2,6,2195
1,6,5,6,1950
1,6,2,6,1895
1,6,2,6,1895
1,6,2,6,1895
1,6,2,6,1895
1,6,2,6,2195
1,6,2,6,2195
1,6,3,6,1700
1,6,6,6,1649
1,6,6,6,1649
1,6,5,6,1950
1,6,6,6,1649
1,6,6,6,1649
1,6,6,6,1649
1,6,6,6,1649
1,6,6,6,1649
1,6,3,6,1700
1,6,6,6,1649
1,6,1,6,2494
1,6,2,6,1895
1,6,5,6,1950
1,6,4,6,2995
1,6,5,6,1950
1,6,5,6,1950
1,6,3,6,1700
1,6,5,6,1950
1,6,3,6,1700
1,6,3,6,2195
1,6,5,6,1950
1,6,6,6,1649
1,6,6,6,1649
1,6,6,6,1649
1,6,6,6,1649
1,6,3,6,1700
1,6,6,6,1649
1,6,5,6,1950
1,9,1,6,2494
1,9,5,6,2195
1,9,6,6,1649
1,9,6,6,1995
1,9,6,6,1995
1,9,6,6,1995
1,9,6,6,1995
1,9,1,6,2494
1,9,6,6,1649
1,9,1,6,2494
1,9,1,6,2494
1,9,5,6,1950
1,9,5,6,1950
1,9,5,6,2195
1,9,2,6,2195
1,9,5,6,2195
1,9,5,6,1950
1,9,3,6,1995
1,9,5,6,1950
1,9,6,6,1995
1,9,5,6,1950
1,9,1,6,2494
1,9,3,6,1995
1,9,5,6,1950
1,9,5,6,1950
1,9,6,6,1995
1,9,1,6,2494
1,9,2,6,1995
1,9,2,6,1995
1,9,1,6,2494
1,9,5,6,1950
1,9,6,6,1995
1,9,2,6,1995
1,9,1,6,2494
1,9,1,6,2494
1,9,4,6,2995
1,9,4,6,2995
1,9,3,6,1995
1,9,5,6,1995
1,9,1,6,2694
1,9,2,6,2195
1,9,5,6,1950
1,9,2,6,2195
1,9,2,6,2195
1,9,5,6,1950
1,9,5,6,1950
1,9,4,6,2694
1,9,5,6,1950
1,9,3,6,1995
1,9,1,6,2494
1,9,2,6,1995
1,9,5,6,1950
1,9,5,6,2195
1,9,6,6,1995
1,9,6,6,1995
1,9,6,6,1995
1,9,6,6,1995
1,9,5,6,1950
1,9,3,6,1995
1,9,5,6,1950
1,9,5,6,1950
1,9,4,6,2995
1,9,4,6,2995
1,9,1,6,2494
1,9,2,6,1950
1,9,5,6,1950
1,9,4,6,2694
1,9,2,6,1950
1,9,2,6,1950
1,9,1,6,2494
1,9,2,6,1950
1,9,5,6,1950
1,9,5,6,1950
1,9,5,6,1950
1,9,1,6,2694
1,9,1,6,2694
1,9,2,6,1950
1,9,3,6,1995
1,9,5,6,1950
